text,label
BTS outtake from my cover shoot with Gay Times for their June Summer of Pride 2019 issue. Have ya'll subscribed to ??? URL,0
Eid mubarak to you and respected family Zahid sahib.,0
"Are u fuckin mad,he wanted to shoot him,fucking cunt",1
"क्रूरता। बेरहमी से मार रहा है ये शख्स, इस मजलूम को। चौरी चौरा क्षेत्र के किसी गांव का मामला है उत्तर प्रदेश अपराध की कारण जातिवाद है जातिवाद से ग्रस्त लोग मुख्यमंत्री बन गए हैं जिस जाति के मुख्यमंत्री उसी जाति की एसपी दरोगा डीएम नतीजा आपके सामने",1
कोंग्रेस को अंग्रेजों ने बनाया ही इसीलिए था लार्ड माउंटबेटन की बीबी एडविना ने इनको कुत्तों की तरह पाला और हिंदुस्तानियों को काटने के लिए छोड़ दिया 👍,1
Go fuck yourself if you muslim you hypocrite.,1
Jewish law experts help Cambodian genocide victims find justice at tribunal: Times of Israel URL,0
And clean up them Catholic orphanages they rape and murder little girls they kill babies.,1
"पांच महीने के बाद आज से पटरी पर दौड़ेगी मेट्रो, मास्क-सोशल डिस्टेंसिंग का रखना होगा ध्यान",0
राष्ट्रपति रामनाथ कोविंद और PM मोदी पूर्व राष्ट्रपति PranabMukherjee के आवास पर पहुंचकर उन्हें अंतिम श्रद्धांजलि अर्पित की.,0
I'm Indian and it made me laugh!,0
Hallelujah!! Thank you so much Pastor Clancy for this wonderful prophetic message tonight! Amen! Shalom Shalom Shalom,0
Can you stop being a dumb nigga you crackbaby ?,1
This transgender pastor started his own church in the South. â€ URL,0
ugly bitch needs to step back.,1
मायावती और अखिलेश यादव विधानसभा उपचुनाव से पहले सीबीआई जांच के घेरे में,0
"गिरफ्तार हुई यूट्यूबर हीर खान के जुड़े हो सकते हैं विदेशी मुल्क से तार, पाकिस्तान से निकला कनेक्शन - HeerKhan",0
"नेपाल का प्यारा, चीन का दुलारा, बुद्धि का मारा, कोरोना से हारा। भक्तों, ऐसा नेता है तुम्हारा",1
10 बच्चे पैदा कर तो ली है पर उन्हें खिलाने के लिए चोरी करना पड़ रहा है 🤔क्या इ स्लाम चोरी करके बच्चे पालने की इजाजत देता है🤔🤔 जब 10 बच्चों को खिला नहीं सकते या 4 बेगम को खिला नहीं सकते तो शादियां क्यों करते हो 🤔🤔पूछता है हिंदुस्तान मुसलमानों से👇👇,1
"राम मंदिर के मैप से लेकर मेट्रो के SOP तक, आज इन खबरों पर रहेगी नजर",0
"यूपी: गाजीपुर में Toilet घोटाला, प्रधान व सचिव ने किया लाखों का गबन, मुर्दों के नाम पर बनवा डाले शौचालय UP",0
"कल से गया-पंडित दीनदयाल उपाध्याय रेलखंड पर शुरू होगा परिचालन, भभुआ से पटना तक चलेगी ट्रेन प्रियदर्शी की रिपोर्ट",0
बहित उच्च कोटि की कमिनी ओर नीच है वो। अपनो से बड़ो की रिस्पेक्ट करना तक नही जानती । बेईमान। केवल बड़ी बड़ी बातें ।,1
मोटा साला ठुमुक ठुमुक अब ना तो उसको लाज हो बंद करो गलियन में उसको जब नेता जी नालायक हो संजय सिंह गुंडा है,1
eu tbm pqp ela Ã© tudo,0
If I start losing my bitch gon grab the tooly and let that hoe go off,1
"अभी भी आप सब ""सपा, बसपा, कांग्रेस, AAP"" में वफ़ा ढूंढ रहे हो..! बड़े ही नादान हो ""दोस्तों"" ज़हर की शीशी में दवा ढूंढ रहे हो..!! 😅",1
मेरा मानना है कि आप चुनाव ना लड़े डॉक्टर कन्हैया कुमार को मौक़ा दे लोकसभा में जाने के लिए आपके लिए अच्छा होगा आपके भविष्य के लिए भी आप तो राज्य सभा भी जा सकते है मुसलमान होने के नाते आपको सोचना पड़ेगा,1
नीच कहने पर मणिशंकर को निष्कासित कर दिया गया था बापू के हत्यारे GODSE को देशभक्त कहने पर क्या प्रज्ञा भी निष्कासित होंगी ?,1
"पीएम मोदी ने भारत रत्न प्रणब मुखर्जी के निधन पर दुख व्यक्त करते हुए ट्वीट कर कहा कि उन्होंने हमारे राष्ट्र के विकास पथ पर एक अमिट छाप छोड़ी है। एक विद्वान सम उत्कृष्टता, एक राजनीतिज्ञ, और समाज के सभी वर्गों द्वारा प्रशंसित था। PranabMukherjee",0
"गेंदबाज जिस तरह की गेंद करने में माहिर है, उसे वह गेंद करनी चाहिए : भुवनेश्वर",0
Probably because of shitty rapists using GHB to attack women,1
सारे चौकीदार ट्विटर पर हैं तभी तो नीरव मोदी लंदन में और मेहुल चौकसी एंटीगुआ में है। ChaukidarChorHai ChorHiChowkidar ChorNahinPhirse,0
Queen of s  URL,0
"Well she's bout to get fucked, long dick style.",1
"I heard they are ""nigger go back to Africa ""racist in Omaha",1
क्या भीम आर्मी प्रमुख चंद्र शेखर आज़ाद 'रावण' का असली नाम नसीमुद्दीन खान है और यह हिन्दू समुदाय को तोड़ने के लिए चली गयी मुस्लिमों की एक चाल है????????,1
They're all pretty but the Indian girl stands out more,0
पीएम मोदी का विचार लड़की बेचे अचार तो ज्यादा बिकेगा डूब मरने की बात है जो खुद की औलाद नहीं है तो दूसरो की बेटियों के लिए ऐसे घटिया विचार रखने वाला देश का प्रधान मंत्री बनाया गया है कल को कुछ और भी कह सकता है बेटियों नरेन्द्रमोदी के द्वारा,1
Nonsense Modi चंद्रयान मिशन सक्सेस होने ही वाला था कि मोदी जी ने वहां जाकर डिस्टर्ब कर दिया था जिसके कारण वैज्ञानिकों के महीनों की मेहनत बेकार हो गई थी,1
"कमलनाथ के राज में 100,₹ में 100यूनिट बिजली मिल रही थी अब आए चोर शिवराज जो बिजली के बिलों को 500से 1000₹ तक कर दिया",0
"My whole tl after Jooheon's ""baksu"" became a hot topic: URL",0
"CAA विरोधी प्रदर्शन में गिरफ्तार हुए थे डॉक्टर कफील खान, गोरखपुर ऑक्सिजन कांड से आए थे चर्चा में",0
"Fuck that, I hope all you fuck niggas die",1
SSC-रेलवे की परीक्षा और परिणामों को लेकर ट्विटर पर छात्रों का ‘दंगल’: सोशल,0
"साफ-सफाई, स्वच्छता, सैनिटाइजेशन तथा मास्क के प्रयोग से कोविड-19 बीमारी के साथ-साथ अन्य बीमारियों पर भी नियंत्रण है।डायरिया तथा डिसेन्टरी के क्षेत्रों में इस वर्ष बहुत कमी आई है: ACS, चिकित्सा एवं स्वास्थ्य, श्री अमित मोहन प्रसाद जी",0
Thank you for this. Very important to me and my trans brothers.,0
You have my permission to resume smearing your own shit on the wall and masturbating in your own filth.,1
Coming out to my parents. We were a really religious family and I had no clue how they would take it.,0
all she do is run her mouth tell that hoe to suck a dick,1
अब तो सुदर्शन न्यूज चलेगा किसकी मईया दूध पिलाई है जो बन्द करवाएगा.😡 भाईयो सब मिलकर आवाज़ उठाओ. 🙏(सुदर्शन न्यूज़),1
बिहार वासियों संभल जाइए समझ जाइए इंसान को इलाज नहीं मिल रही है इंसान बीमारी से तरफ तरफ के मर रहे हैं जानवर की इलाज की बात कर रहा है यह बिलकुल फ्रॉड है झूठ बोलता है इसकी बात पर थोड़ा सा भी ध्यान मत दीजिए एमएसपी पर उसी तरह की झूठ है जिस तरह की भारत में कोई नहीं घुसा,1
भारत के पूर्व राष्ट्रपति प्रणब मुखर्जी से जुड़ी कोई याद जो आज आप साझा करना चाहें... PranabMukherjee,0
"कोविड की मार, जून तिमाही में आर्थिक विकास दर (-) 23.9 फीसद पर GDP GrowthRate",0
I'd punch her in the face with my dick.,1
"आज देश में आतंकी नाथूराम गोडसे और माफ़ीवीर ....'v'रकर जैसी विचारधारा के बलात्कारी लोगो ने राज कर रखा है बीजेपी के विद्यायक कुलदीप सेगर सांसद चिमयनंद जसे लोग बाहर हे गांधी वादी विचार धारा के अच्छे इंससनो की जगह जेल में है """,1
lmao this nigga just tryna learn english bro,0
चीन बार-बार क्यों करता है घुसपैठ की कोशिश? China India IndiaChinaFaceoff RE,0
The only color I acknowledge when interacting with my brothers and sisters in Christ is the red of His blood shed for us.,0
Probably a while list of faggots,1
"Your mother has passionate vigorous sex with all sorts of men, regardless of their race, creed, color, disability, or national origin.",0
kenyan hip hop on another level URL,0
Horoscope: राशिफल के अनुसार जानिए कैसा रहेगा आपका आज का दिन,0
"So then move there, see how welcoming they are to your pasty white faggot ass",1
"बचपन में सुना था जो गरजते हैं वो बरसते नहीं, अब मालूम हो रहा है सच विकास गायब है",1
चयनित शिक्षकों की भी सुनो सरकार: आप . . . . . .,0
Great relief to millions of women. Government's efforts to uphold the rights n dignity of women finally overcame d Opposition's hurdles. URL,0
These people are fucking disgusting URL,1
माननीय मुख्यमंत्री जी के आवाहन पर शालीमार बाग की विधायिका जी और शालीमार बाग के कार्यकर्ता साथियों की ओर से आज 500 ऑक्सीमीटर दिल्ली प्रदेश अध्यक्ष माननीय जी को भेंट किया।,0
Aftwr that i will take off my pants and fuck here pussy just the way she will like it slowly or hard?,1
"ये साले गरीब लोग भी बड़े ढीठ है, मतलब की इतने सालों से देश के बड़े-बड़े व्यक्ति लगे है, अमीर लोग इतना दान दे रहे है, बड़े-बड़े नेता दिल्ली से गरीबी उन्मूलन का प्रयास कर रहे है, लेकिन नही..... इनकी गरीबी है की खत्म होने का नाम नही ले रही है।",1
I'm bi. And a good listener if you need a friend,0
"I believe being an aware black women in this world is to naturally have a cynical train of thought, nothing is really whatever.",1
सूजे मेरे बयान में खून हत्या और लोकतंत्र कि हत्या शब्द जरुर लाना- जीजा का साला,1
I don't benefit financially from saying there are or aren't diversity issues.,0
The countries are shitholes and that not based on race it's based on corruption of the leaders.,1
LAC पर बढ़ा तनाव: चीन से निपटने के लिए एक्‍शन मोड़ में डोभाल और राजनाथ,0
Watch : DRDO को बड़ी कामयाबी: देश ने रक्षा अनुसंधान के क्षेत्र में आज एक बड़ी कामयाबी हासिल करते हुए हाइपरसोनिक टेक्नॉलजी डेमोनस्ट्रेटर वीइकल (HSTDV) का सफल परीक्षण किया,0
Being born a healthy white male to a non-abusive middle-class American family who loved me.,0
कोरोना से जारी इस लड़ाई में दिल्ली मॉडल अब पूरी दुनिया को रास्ता दिखा रहा है। पूरे देश के लिए ये गर्व की बात है :,0
"1 सितंबर से बदल जाएगा बहुत कुछ, यहां जानिए किन चीजों में होगा बदलाव via",0
Get ur faggot ass off my shit,1
प्रधानमंत्री गलवान क्यों नहीं गए ? क्या चीन को सरेंडर कर दिया ?,0
I got a feelin that crackhead pussy real fye,1
किसान को सड़क पर उतरना चाहिए भारत बंद कर देनी चाहिए सड़क पर उतरे किसान 60 करोड़ की जनसंख्या घर में छुपे रहेंगे डंडे से डर लगेगा तो इनकी रोटी रोजी जमीन सब छीन लेगी गधे की तरह पूरे दिन खेत में काम करते रहेंगे लास्ट में दो रोटी नसीब नहीं होगी कर्ज़ से आत्महत्या करनी पड़ेगी,1
समस्तीपुर: वर्दी में शराब पीते हुए फोटो वायरल होने के बाद दारोगा को किया गया सस्पेंड Samastipur Alcohol Bihar,0
Watch a nigga get deported for some dumb shit like this.,1
"अयोध्या को सजाने और संवारने में जुटी योगी सरकार, दिखेगा वैदिक और स्मार्ट सिटी का समन्वय",0
क्या इस महीने फिर बढ़ गए रसोई गैस सिलिंडर के दाम? जानिए कितनी हुई कीमत LPG cylinder IOC gascylinder cylinderprice,0
"यूपी: पीएम रिपोर्ट में खुलासा- कार्डियक अरेस्ट से हुई थी पूर्व विधायक निर्वेंद्र की मौत, जांच के लिए समिति गठित",0
Think about the positive. We won't have to deal with such low iq evil after Jesus comes once again.,0
"राष्ट्रीय उद्यमिता एवं लघु व्यवसाय एवं विकास संस्थान, भारतीय उद्यमिता संस्थान, उद्यमिता विकास संस्थान, उत्तर प्रदेश और उनके प्रशिक्षण प्रदान करने वालों को भी अनुमति होगी। यह व्यवस्था 21 सितम्बर, 2020 से लागू होगी: ACS, गृह व सूचना, श्री जी",0
Give these people anything they need and stop sending money to Palestine and support the President when he wants to end wars.,0
"It is very crucial time for Malala Yousafzai, Whether she wants to become a Pashtun Icon or an NGO owner ? ",0
You're fucking gay and no one cares about little gay faggots like you.,1
अब यह क्या हो रही है देखिए तो चीन तो खुली धमकी दे रही है कहां दुम दबाकर बैठे हुए हैं फालतू बातें टीवी पर करके देश की नागरिक को धमकी दे रहे हो इनको दो ना,1
बनारस हिंदू विश्वविद्यालय से एक और छात्र लापता हो गया है. इससे पहले लापता हुए छात्र का भी अभी तक कोई सुराग नहीं लगा है,0
"कल नवा रायपुर में नये विधानसभा भवन के भूमिपूजन कार्यक्रम में माननीय विधानसभा अध्यक्ष श्री चरणदास महंत जी, मुख्यमंत्री श्री भूपेश बघेल जी की गरिमामयी उपस्थिति में मंत्रिमंडल के साथियों के साथ शामिल हुआ।",0
I don't condone it and I treat everybody like a piece of shit no matter who they are.,1
hey as a lebanese non-binary person this is hilarious and adorable.,0
इंदौर से सीख लेने और अपने शहर के कचरा प्रबंधन को दुरुस्त करने की ज़रूरत: प्रकाश जावडेकर,0
Us Egyptians love the Syrian people,0
नाम सना उर्फ़ हीर उर्फ़ परी..भैंचो बस दांत इसके गुटके वाले निकल जाए तो अपनी पीठ थपथपा लू की गेस सही किया था..बाक़ी हिम्मत की दाग देनी पड़ेगी यूपी में रह के अपनी नाक के नीचे इतना कुछ बोल गई....,1
God in language. Christian always love.,0
I hope this bitch asss nigga calls me so I call start trippin on his ass,1
"Correction, 3rd wave feminists should die in a hole",1
मुंबई में लगे पाकिस्तान जिंदाबाद के नारे,1
"पूर्व राष्ट्रपति प्रणब मुखर्जी का 84 वर्ष की उम्र में निधन, बॉलीवुड की कई हस्तियों ने जताया दुख",0
stop normalizing putting women through hell just to prove her worth. URL,0
I'm not religious either but they did find the perfect word to respond to your comment: amen,0
Viva Iran and Iranian super power,0
This woman is the scum of the earth,1
Always appreciate a good booty/whooty on any gender.,1
All the legal Mexican American thank them as well,0
केन्द्रीय रेल तथा वाणिज्य और उद्योग मंत्री ने फ्रेट कॉरिडोर कॉरपोरेशन इंडिया लिमिटेड (डीएफसीसीआईएल) के कार्यो की प्रगति की समीक्षा की विवरण:,0
"लवजेहाद - मेरा सलीम तो सबसे अलग है वो धर्म को नहीं मानता, वाकई इनका सलीम सबसे अलग है, मौज करने के बाद कुतिया की मौत मारता है.. LoveTrap stop 🛑",1
Can't we just slowly start to kill white people at birth?,1
I believe the real connection is both are KING ...Long live the King,0
"Happy Easter! This woman is clearly dedicated to the lord, I respect that",0
"As being a Hispanic woman, I have three college degrees including my master's.",0
Not to take away from her as she did amazing. But there has been quite a few black opera singers brfore.,0
"As another trans person, you're welcome xo :)",0
"देश के किसानों,गरीबों,मजदुरों व मध्यम वर्ग के सभी साथी मिलकर इस कुत्ती,कमीनी,गंदी,जुमली सरकार के खिलाफ आंदोलन शुरू कर दो नहीं तो ये मोदी देश को गुलाम बना रहा है।तानाशाही से लोकतंत्र की हत्या करके जशन मनायेगें।जिन्दा गाड दो इस कुत्ते को।",1
भारतीय कारोबारी भगोड़े VijayMallya के प्रत्यर्पण केस में आज लंदन की एक अदालत में सुनवाई की जाएगी है। अगर ब्रिटेन कोर्ट माल्या की कुछ दिन और इंग्लैंड में रहने की इजाजत वाली याचिका ख़ारिज करती है तो जल्द ही माल्या को भारत लाया जाएगा। BritainCourt,0
"If a man can sit there and give another female any form of attention, he's not for you sis",0
Heidi Przybyla is the perfect woman.,0
All the handsome indian men you get to meet!,0
You're all racist against white people you fucking commies,1
Ion fw these niggas or bitches they b faking,1
I would love to see you make a post on r/roastme you nigger,1
"Good luck hun, from one bisexual to another ",0
"उमर खालिद का भाई है अनुराग कश्यप उमर खालिद के जेल जाने पर दोगला अनुराग कश्यप बहुत बिलबिला रहा था.. अब उसी कमीने पर एक अभिनेत्री ने बलात्कार का आरोप लगाया है,, अब ये भी अपने भाई खालिद के पास जेल जाएगा.. ये वामपंथी गुंडे, दंगाई, बलात्कारी, आतंकी, देशद्रोही सब भाई भाई ही हैं",1
"पूर्व राष्ट्रपति प्रणब मुखर्जी का निधन, गृह मंत्री और रक्षा मंत्री ने जताया दुख",0
तेरा मुँह देख पहले कुछ भी बोलता है ।हड़वा भड़वा चुप,1
"मास्क लगाते- लगाते नाक चपटी होती जा रही है, कान बाहर निकले जा रहे हैं इसका खामियाजा कहीं अगली पीढ़ी को न भुगतना पड़े..!!😂😂😂",1
"Slapping an unconscious girl, who's the real o-3 pussy",1
मां का भोसड़ा तेरी तू तो मेरी ओलाद है मादार चोद गरीब साले आतंगवादी,1
"पश्चिम बंगाल में फिर हुई भाजपा कार्यकर्ता की हत्या, पार्टी ने हत्या का आरोप TMC पर लगाया WestBengal",0
Check universities for the service. They offer services to the community usually at reduced rates. They're are affordable options out there sis. URL,0
Trans girl is finally confidently to just go into piblic with natural make up URL,0
This is why Islam has made a clear distinction between a mahram and a non-mahram,0
लम्हे लम्हे ज़िन्दगी गुज़रती गयी शिकवे शिकायतों की कड़ियाँ जुड़ती गयी।,1
यह वीडियो कहां की है पता नहीं लेकिन यह बहुत ही घिनौना अपराध ऐसे अपराधी को पता करके ठोक देने की जरूरत बहुत ही दर्दनाक वीडियो यह वीडियो ट्विटर पर डालने के लायक नहीं लेकिन राक्षस की पहचान के लिए जरूरी,1
Razi of course but we do not change their gender as your Satanic religious leaders do.,0
"किसान,मजदूर कभी गुलामी नही करते कुत्ते, गुलामी तो तेरे चमचे करते,जो नही करते उन्हें तू बाहर निकाल देता,कमीने,गद्दार गुस्सा बहुत है,तेरी कमीनी हरकतों पर मुझे दल्ले, हर हर महादेव",1
"साथ ही उपचार हेतु समुचित औषधियों का पर्याप्त स्टाक सुनिश्चित कराया जाए: राहत आयुक्त, श्री संजय गोयल जी",0
भोसड़ीवाले आखिर तुने अपनी औकात दिखा ही दिया। तु साले एक नम्बर का.कमीना है रे हरामी,1
"मुकेश सहनी ने CM नीतीश कुमार को दी चुनौती, कहा- केजरीवाल की तरह काम के नाम पर लड़ के दिखाएं चुनाव BiharElections2020",0
"As a straight guy, I agree. Although Alicia Vikander in the movies would give her a run for her money.",0
Why is terrorism associated with Al Qaeda? Islam means peace â€¼,0
मुझे धर्म में कमियां नजर आती है वहां बोल देती हूं यही कमी है मुझमें इसीलिए आपको हिंदू मुस्लिम नजर आने लगता है,1
राजीव गांधी जी की पुण्यतिथि 21 मई को है लेकिन पूरा देश आज ही राजीव जी को याद कर रहा है नीच को मुंह की खानी पड़ी है,1
So happy to see other muslims on the sub striving to be better! Eid Mubarak,0
"सुप्रीम कोर्ट में अवमानना के दोषी माल्या की पुनर्विचार याचिका खारिज, बच्चों के खाते में करोड़ रुपये किए थे ट्रांसफर SupremeCourt VijayMallya",0
You're going to your God's hell for allowing your priests to molest children.,1
Happiest Minds IPO: खुलते ही पूरी तरह सब्सक्राइब हुआ हैपिएस्ट माइंड का आईपीओ IPO Market BSE NSE,0
"And he saith unto them, Follow me, and I will make you fishers of men. ~Matthew 4:19 ",0
A real Chinese actress is playing Mulan in this film. Wow!,0
That we love American girls and boys.,0
"Shut up you disingenuous fuckface, you're obviously white",1
Trumptards are a lost case ...they're as brainwashed as the mask wearing sheep...all parties are freemason controlled.,1
Pakistani army ready go to 'any extent' to support Kashmiris â€“ chief of staff URL URL,0
"White Jews, we really need to do a better job of following the leadership of, listening to, empathizing with, learning from, Black Jews.",0
बनना ही है तो भगत सिंह सुखदेव राजगुरु बनो यह अंधभक्त क्यों बने हो बार-बार रूस जाकर रूस के हाथ पैर जोड़कर चाइना से समझौता की बात करते हो देश के आंख में धूल झोकते हो देश को शर्मिंदा मत करो लाल आंख दिखाओ 56 इंच दिखाओ हाथ पैर जोड़ने की क्या जरूरत नहीं संभल रही तो इस्तीफा दे दो,1
बाप मातोंडकर है इसका कमीनी है सही है पर टाइटल तो पप्पू की दादी की तरह उठाया नही है । 😛😃😂🤣,1
Met with this one bro. He was sharing his experience about his marriage. The struggle of PJJ. Allah bless u brother.,0
"एससीओ बैठक के लिए आज रूस जाएंगे राजनाथ, चीन से वार्ता तय नहीं SCOmeeting rajnathsingh Indiarussia",0
Fuck outta here with this gay shit,1
RT गांव बसा नहीं लुटेरे पहले आ गए....😆,1
We all pray for Hindu Muslim Sikh Christian parsi Jain buddh they are pearl of India,0
"योगी जी।आप आम जनता को नमूना कह लीजिए, गाली दे लीजिए। लेकिन बताइए- 1. आप केवल ठाकुरों के ही काम करते है कीजिये, लेकिन बाक़ी 94% जनता कहाँ जाए? 2. ब्राह्मणों पर अत्याचार क्यों? बाक़ी जातियों के ख़िलाफ़ भेदभाव क्यों? 1/3",1
"रफ्तार के शौकीनों के लिए Triumph भारत में अपनी लग्जरी नई बाइक लॉन्च करने वाला है, जिसका नाम है Rocket 3 GT. Triumph Rocket3GT",0
"RT नेताओं ने ये कैसा हिन्दुस्तान कर दिया, बेजान इमारतों को भी हिन्दू मुसलमान कर दिया.",1
"सभी साथियों से विनती पूर्वक कहता हु की 15%मुस्लिम आबादी वाले ,,औरंगाबाद से इम्तियाज ज़लील AIMIM के।टिकट से जीत सकते है तो 42%मुस्लिम आबादी वाले बहराइच से क्यो नही------?",1
"BREAKING | सुशांत के बिजनेस पार्टनर को समन जारी, वरुण माथुर को ED ने जारी किया समन देखिए रिपब्लिक भारत पर LIVE :",0
"He really does look good on this photo, and I don't mean it as a meme or joke",0
6:17 the kids are smiling tho... They are just trying to have fun,0
"जो करना है करने के लिए तैयार हो जाओ,,ऐं हिन्दूओं इन कट्टरवाद हिजड़ों से मत डरो,,इनके खून में गद्दारी के साथ साथ,डर भी छिपा है,अगर ये डरपोक ना होते तो डर कर धर्म नहीं बदलते,, इसलिए जो भी करना है बिना झिझक और बिना डर के करो,,कोई विरोध करे तो मारो सालों को,,कानून का रंडी रोना छोड़ो,",1
"Farrukhabad पुलिस ने लापता महिला के मामले का किया खुलासा, महिला ने प्रेमी के साथ मिलकर रची साजिश, रहस्यमय ढंग से लापता महिला बरामद, ससुरालियों को फंसाने के लिए बुना जाल, नवाबगंज थाने में महिला से पूछताछ जारी। SarvepalliRadhakrishnan policemedianews",0
"RT यदि आप जातिवादी सोच से ग्रसित हैं तो आप राष्ट्रवादी हो ही नहीं सकते, हिन्दूराष्ट्र-निर्माण की सबसे बड़ी रूकावट जातिवाद है..",1
She was truly India's daughter and will be greatly missed.,0
"क्या एक लड़की के लिए रेलवे को चलानी पड़ी राजधानी एक्सप्रेस? स्टोरी: रवि प्रकाश, रांची से, बीबीसी हिन्दी के लिए आवाज़: भूमिका राय",0
That's is why u aren't president any more Dumb as rocks.SDSTFU,0
ये अवैध मानव अंग तस्करी का धंधा है। जो कोरोना के नाम पर जोरो से चला है। अभी भी चल रहा है। सरकार इसपर मोन है।,0
ड्रग केस की एक-एक कड़ी जोड़ रही है एनसीबी Video SushantSinghRajput,0
"भाग्यश्री ने कहा –जब मेरा बेटा हुआ था तो यश चोपड़ा ने मुझसे कहा था कि तुम हां बोलो, मैं फिल्म शुरू करता हूं. ये बात सुनकर मुझे समझ नहीं आया एक बार को. क्योंकि मैंने यही सुना था कि शादी के बाद फिल्म जगत एक्ट्रेस को एक्सेप्ट नहीं करता है.",0
"BREAKING | दीपेश सांवत को मुंबई के स्थानीय कोर्ट ले जाया जा रहा है, देखिए रिपब्लिक भारत पर LIVE : YouTube live TV:",0
ima rape your moms and stomp out her skull,1
"पत्नी की मौत और लॉकडाउन ने अभिषेक को तोड़ दिया था, सिलेंडर में आग लगाकर खुद को उड़ा लिया",0
"Think Valerie Jarrett (monster Muslim), Bilderberg.",1
And I can't stop thinking about black men.,1
WE LOVE INDIA'S MODI! TRUMP 2020,0
N fuck dat bitch dat hoe ain't shit she crossed da line wimme too,1
RT अगर आप हाथ पर हाथ रखकर अच्छे दिन का इंतजार कर रहे हैं तो अच्छे दिन भी टांग पर टांग रखकर भाजपा सरकार जाने का इंतजार कर रहे…,1
Use your bible to clean up your disgusting load.,1
This slut needs to get rid of that pussy hair,1
two trans people happy together. Sweet,0
"In other news, there are now 680 new job openings in Mississippi for American workers. Of all races! URL",0
देश में Corona के रिकॉर्ड मामले ZeeJankariOnCorona,0
"Imagine being such a pos, when you die, literally near the whole world will cheer!",1
This is what we need more of! She easily bests 80%+ of the women posted here.,0
"CoronavirusIndia : संक्रमितों का आंकड़ा 37 लाख के करीब, पिछले 24 घंटे में 69921 नए मामले सामने आए",0
How many ways can you spell homophobia? Here is yet another example! URL,0
"When straight couples watch the office together, that's sraight pride",0
"sam dont ever go on that fucking faggots shit again, makes u look like a bitch.",1
आज हमारे माननीय प्रधानमंत्री जी का आत्मनिर्भर कार्यक्रम को 11 बजे शुरू होने से पहले ही हमारे देश के बेरोजगार युवा इस प्रोग्राम को अप्रियता की पहचान दिलाने मे लगे हुए और इनके कुछ चमचे इसे भी बिदेशी घोषित करेंगे...,1
"It's not surprising. Why, even out ancestors knew nothing of America's existence once.",0
Police enter a black woman's home with out permission... URL,0
बेरोजगार दिवस के साथ मशाल जुलूस निकाले कैंडल मार्च निकाले तो कभी इंडिया गेट पर अपने राज्य की राजधानी में सोशल मीडिया पर भी लड़े सड़क पर भी मशाल जुलूस निकालकर विरोध दर्ज कराते रहिए सांसदों को घेराव करें राज्य के मुख्यमंत्री को घेराव करें,1
"कोविड-19 सोशल डिस्टेंसिंग मानदंडों और अन्य कोरोना संबंधित प्रोटोकॉल के कारण पूर्व राष्ट्रपति के अवशेष को सामान्य गन कैरिज की जगह हार्स वैन में ले जाया जाएगा, गृह मंत्रालय द्वारा COVID19 के लिए जारी सभी दिशा-निर्देशों का पालन किया जाएगा",0
"हलाला की औलाद मुताह के बीज सुअर, चल अभी निकल",1
I would slap your whore face while I make you eat my superior cunt,1
"Well done that man, woman, gender neutral, transsexual whatever. Mahalo.",0
हाँ बहन हाँ सारी दुनिया कमीनी है...लेकिन तेरा बैल दूध जरूर देगा,1
प्रधानमंत्री ने 100 शहरों की हवा को स्वच्छ करने की बात कही; 2014 में मोदी जी ने पर्यावरण को प्राथमिकता दी; उन्होंने हवा के प्रदूषण को समस्या समझकर उस पर काम किया: प्रकाश जावडेकर,0
"यूपीः प्रतिबंधित जीव बेच रहा था शख्स, वन विभाग ने किया गिरफ्तार UP YogiAdityanath",0
"Not nonbinary, but I'm appreciative of the inclusiveness",0
"of course, but with the fight for equality (which i completely support) is full equality. not a pick and choose.",0
We have the most beautiful women!,0
"एक हफ्ते में टेस्ट होंगे दोगुने, घर पर भी मिलेगी ऑक्सीजन। Delhi ArvindKejriwal",0
You are a filthy slut who dresses up to get attention and make mens' cocks hard.,1
"आज शेयर बाज़ार की हुई सुस्त शुरुआत, जानिए कहां मिलेगा कमाई का मौका StockMarket Business",0
मनुस्मृति लागू हो गई है भाई दलित बैकवर्ड के बच्चे को नौकरी करने की अधिकार नहीं दलित बैकवर्ड के बच्चे मजदूरी करेंगे बाथरूम लैट्रिन साफ करेंगे झाड़ू मारेंगे वह भी प्राइवेट के तौर पर 4000 के महीने पर कचरा उठाएंगे इनके घर से कचरा ढूढेंगे यह बच गई है बैकवर्ड दलित की काम,1
NEET/JEE और NDA के परीक्षार्थियों के लिए बिहार में पूर्व मध्य रेलवे चलाएगा 7 इंटरसिटी ट्रेनें। 4 सितंबर से 15 सितंबर के बीच चलेंगी ट्रेनें।,0
